genre,tags
Religion & Philosophy,"Psychology, Classics, political science, Entitlement attitudes, Language Arts & Disciplines, Language and languages, Philosophers, Business & Economics, Fiction, Filozofi, Change (Psychology), Appointment books, Nonfiction,  Mind & Spirit, ideology, General, social science, Religion, Education, Politics, Body, Habit, Knowledge, Philosophy, Self-Help, Ethics"
Humor,"Mathematics, Crafts & Hobbies, Games & Activities, Humor"
Biography,"Native Americans, Undertakers and undertaking, Psychology, Anti-racism, Adventure, political science, African American authors, Mental health, Grief, Business & Economics,  American, Business, Botany, Technology & Engineering, autobiography, Biography, Cooking, Biography Memoir, Women, Nonfiction, comedy, social science, General, Religion, Disability, Space, Politics, Psychotherapists, Family & Relationships, Biography & Autobiography, Self help, Nature, Technology, Memoir, Heist, Family, History, Japanese literature, African Americans, Philosophy, Travel, Science, Self-Help, Humor, Falconry, Autoimmune diseases"
Children's Fiction,"Fiction, Classics, Adventure, Crime, Juvenile Fiction, Comics, Adventure stories, Mystery, Young Adult,  Swiss (German), Children's stories"
Action & Adventure,"Science fiction,  Jason (Fictitious character), Adventure, Classics, Agriculture, Suspense, Arches National Park (Utah), Juvenile Fiction, Aliens, Mystery, Surfers, LGBTQ, Thriller, Sports, autobiography, Biography, Fiction, Autobiographical fiction, Comics, Seas, Nonfiction, Amazon River Region, Bourne, General, social science, Sports & Recreation, Assassins, Space, Education, Mountaineering expeditions, Biography & Autobiography, Dystopian, Adventure stories, War, Puzzles, Young Adult, Antarctica, Memoir, Spy, History, Espionage, Bookstores, Fantasy, Travel, Science, Realistic Fiction, Humor, Australia"
Comics,"Science fiction, Contemporary Romance, Graphic novels, Home economics, Comics & Graphic Novels, Classics, Adventure, Adventure and adventurers, Juvenile Fiction, House & Home, Slice of life, Romance, Urban Fantasy, LGBTQ, Biography, low fantasy, Fiction, Manga, Comics, Nonfiction, House cleaning, Horror, Biography & Autobiography, Dystopian, Self help, War, Young Adult, Memoir, Family, History, Fantasy, Philosophy, Science, Queer Manga, Humor, Literature"
Self-help,"Psychology, Fiction, Classics, Philosophy, Nonfiction, Business & Economics, Self-Help, Young Adult"
Business & Economics,"Finance, Male domination, Entrepreneurship, Productivity, Industrial productivity, Psychology, Spanish, Self-management (Psychology),  Personal, Economics, Computer Science, Nonfiction, Business & Economics, Self help, Business, Technology, social science, Sports"
Science,"Psychology, Dreams, Business & Economics, tech development, Computers, Artificial Intelligence, Women, Nonfiction, Big data, social science, Mathematics, Astrophysics, Space, Mental discipline, Art, Nature, Technology, Materials science, Data Visualization, Data, Health & Fitness, Astronomy, Science, Animal communication, Memory"
Biography & Autobiography,"Adventure, Celebrities, Mental illness, LGBTQ, Gilmore Girls (Television program), High technology industries, Biography, Women, Nonfiction, Presidents, General, Feminism, Space, Politics, Biography & Autobiography, Journal, Juvenile Nonfiction, Adult children of dysfunctional families, Memoir, Family, Philosophy, Travel, Humor, India"
Short stories,"Feminism, Fiction, Classics, Mental health, adult, Literary Fiction, Romance, Poetry, Nonfiction, Contemporary, Women, Short stories, Magical Realism"
War,"autobiography, Biography, WW2, political science, Family, Korea (North), Historical Fiction, Fathers and sons, Biography & Autobiography, Computers, Dystopian, Philosophy, Travel, Nonfiction, Self help, War, Memoir, social science"
Psychology,"Psychology, Productivity, Family & Relationships, Adaptability (Psychology), General, Computers, Philosophy, Health & Fitness, Women, Self-Help,  Mind & Spirit, Body, Guilt"
LGBTQ,"Romance, Business & Economics,  American, Short stories, Essays, LGBTQ, Biography, Fiction, Spanish, Comics, Magic, Women, Nonfiction, General, social science, African Americans in mass media, Biography & Autobiography, War, Queer, Memoir, M M Romance,  English, Family, Historical Fiction, Amherst (Mass.), Philosophy, Poetry, Realistic Fiction"
Dystopian,"Science fiction, Space, Fiction, Fantasy, Canada, Biography & Autobiography, Dystopian, Aliens, War, Young Adult, Novella, LGBTQ, Post Apocalyptic"
Romance,"Science fiction, Contemporary Romance, Abuse, Cults, erotica, adult, Dark Romance, Stalker, Juvenile Fiction, Erotica, College, Kidnapping, Romance, LGBTQ, Thriller, Mafia Romance, Asian Americans, Mafia, Fiction, Christmas, Brothers, Paranormal Romance, Sports Romance, Smutty, Flight attendants, Time Travel, Bully Romance, Chick Lit, Retellings, Magical Realism, romcoms, Dark, College Romance, Erotic stories, Contemporary, Young Adult, Romantic Suspense, High school, Enemies to lovers, Fantasy, Spicy, Realistic Fiction, adult romances, BDSM"
Literary Collections,"Folklore, Literary Collections"
